EnsemblGeneID,GeneName,UniProtID,UniProtID_T,K,k,T50,ProteinHalfLife
ENSG00000156374,PCGF6,Q9BYE7,Q9BYE7;Q9BYE7-3,0.092908557,0.068635699,7.460531102,1.004275399
ENSG00000150782,IL18,Q14116,Q14116-2;Q14116,0.028236147,0.00772,24.5482211,1.953208161
ENSG00000110871,COQ5,Q5HYK3,Q5HYK3,0.055602158,0.030713671,12.46619201,1.35349373
ENSG00000138794,CASP6,P55212,P55212;P55212-2,0.109,0.08652,6.359148446,0.90370895
ENSG00000172262,ZNF131,P52739,P52739-2;P52739,0.0389,0.01616,17.81869359,1.632384105
ENSG00000186767,SPIN4,Q56A73,Q56A73,0.221,0.19547,3.136412582,0.549745348
ENSG00000103544,C16orf62,Q7Z3J2,Q7Z3J2;Q7Z3J2-2,0.029340416,0.007110781,23.62431347,1.988908185
ENSG00000117133,RPF1,Q9H9Y2,Q9H9Y2,0.113,0.09052,6.134045846,0.884080916
ENSG00000136861,CDK5RAP2,Q96SN8,Q96SN8-3;Q96SN8-2;Q96SN8;Q96SN8-4,0.146499147,0.121113283,4.731407629,0.757633686
ENSG00000152767,FARP1,Q9Y4F1,Q9Y4F1;Q9Y4F1-2,0.023276598,0.02676,29.77871551,1.413339352
ENSG00000073417,PDE8A,O60658,O60658-2;O60658;O60658-6,0.104,0.07776,6.664876736,0.950069209
ENSG00000112640,PPP2R5D,Q14738,Q14738;Q14738-2;Q14738-3,0.025949566,0.005434998,26.71132026,2.105626096
ENSG00000178035,IMPDH2,P12268,P12268,0.03405246,0.007927307,20.35527507,1.941699771
ENSG00000010072,SPRTN,Q9H040,Q9H040,0.442,0.41576,1.568206291,0.221982757
ENSG00000185591,SP1,P08047,P08047-2;P08047;P08047-3,0.053786615,0.029304839,12.88698266,1.373886119
ENSG00000184922,FMNL1,O95466,O95466-2;O95466;O95466-3,0.025528416,0.009675557,27.15198597,1.855149493
ENSG00000128609,NDUFA5,Q16718,Q16718;Q16718-2,0.084262922,0.059805297,8.226004573,1.064085806
ENSG00000133812,SBF2,Q86WG5,Q86WG5,0.0298,0.00706,23.2599725,1.99202076
ENSG00000008086,CDKL5,O76039,O76039-2;O76039,0.0495,0.037506975,14.00297334,1.266713418
ENSG00000060749,QSER1,Q2KHR3,Q2KHR3;Q2KHR3-2,0.082683009,0.058249752,8.383187644,1.075531381
ENSG00000147874,HAUS6,Q7Z4H7,Q7Z4H7-3;Q7Z4H7;Q7Z4H7-2,0.046938257,0.022940083,14.76721166,1.480230479
ENSG00000148358,GPR107,Q5VW38,Q5VW38-2;Q5VW38;Q5VW38-3,0.0437,0.02096,15.86149155,1.519434183
ENSG00000092098,RNF31,Q96EP0,Q96EP0;Q96EP0-3;Q96EP0-2,0.0562,0.03116,12.33357973,1.347228012
ENSG00000070831,CDC42,P60953,P60953;P60953-1,0.031796226,0.01326,21.79966819,1.718281937
ENSG00000259207,ITGB3,P05106,P05106-2,0.0286,0.00236,24.2359154,2.467913458
ENSG00000169570,DTWD2,Q8NBA8,Q8NBA8,0.047370877,0.022412349,14.63234845,1.490338079
ENSG00000075856,SART3,Q15020,Q15020-4;Q15020;Q15020-2,0.030448974,0.00772,22.76422145,1.953208161
ENSG00000160799,CCDC12,Q8WUD4,Q8WUD4,0.079387531,0.053450203,8.731184559,1.112876102
ENSG00000130159,ECSIT,Q9BQ95,Q9BQ95;Q9BQ95-4;Q9BQ95-2,0.0327,0.00996,21.19716149,1.842566123
ENSG00000181938,GINS3,Q9BRX5,Q9BRX5;Q9BRX5-3;Q9BRX5-2,0.031999844,0.009208778,21.66095516,1.876623438
ENSG00000087448,KLHL42,Q9P2K6,Q9P2K6,0.0669,0.068212051,10.3609444,1.006964353
ENSG00000162889,MAPKAPK2,P49137,P49137;P49137-2,0.0471,0.02157,14.71650065,1.506975316
ENSG00000185627,PSMD13,Q9UNM6,Q9UNM6;Q9UNM6-2,0.028133965,0.003858355,24.63737958,2.254423326
ENSG00000163104,SMARCAD1,Q9H4L7,Q9H4L7;Q9H4L7-2;Q9H4L7-3,0.066154818,0.041939056,10.47765223,1.218206812
ENSG00000071127,WDR1,O75083,O75083;O75083-3,0.025799225,0.00236,26.86697705,2.467913458
ENSG00000175768,TOMM5,Q8N4H5,Q8N4H5;Q8N4H5-3;Q8N4H5-2,0.0877,0.06146,7.903616654,1.052232905
ENSG00000143183,TMCO1,Q9UM00,Q9UM00-2;Q9UM00,0.0487,0.02346,14.23300165,1.470497453
ENSG00000123009,NME2P1,O60361,O60361,0.034,0.00776,20.38668178,1.95096374
ENSG00000142192,APP,P05067,P05067-7;P05067-11;P05067-8;P05067-9;P05067;P05067-3;P05067-4;P05067-5;P05067-6;P05067-2,0.113366662,0.090731225,6.114206503,0.883068686
ENSG00000215305,VPS16,Q9H269,Q9H269;Q9H269-2,0.0312,0.00567,22.21625579,2.087242402
ENSG00000130299,GTPBP3,Q969Y2,Q969Y2-3;Q969Y2;Q969Y2-4;Q969Y2-2,0.050241815,0.03007,13.79622088,1.362692033
ENSG00000123815,ADCK4,Q96D53,Q96D53;Q96D53-2,0.0354,0.01292,19.58042883,1.729562947
ENSG00000178773,CPNE7,Q9UBL6,Q9UBL6-2;Q9UBL6,0.035823316,0.04542,19.34905111,1.183578331
ENSG00000112992,NNT,Q13423,Q13423,0.0265,0.006045428,26.15649738,2.059398406
ENSG00000108039,XPNPEP1,Q9NQW7,Q9NQW7-3;Q9NQW7-4,0.027847801,0.002714627,24.89055383,2.407115289
ENSG00000198589,LRBA,P50851,P50851,0.0311,0.008689718,22.28769069,1.901819775
ENSG00000272886,DCP1A,Q9NPI6,Q9NPI6-2;Q9NPI6,0.046094685,0.02127,15.03746426,1.513057971
ENSG00000152661,GJA1,P17302,P17302,0.052219537,0.026612458,13.27371375,1.415740478
ENSG00000173065,FAM222B,Q8WU58,Q8WU58,0.155,0.13252,4.471917294,0.718544034
ENSG00000213614,HEXA,P06865,P06865;P06865-2,0.0362,0.01372,19.14771217,1.70347135
ENSG00000213588,ZBTB9,Q96C00,Q96C00,0.126984251,0.101101618,5.458528716,0.836067354
ENSG00000101337,TM9SF4,Q92544,Q92544,0.02836036,0.005625584,24.44070487,2.090657815
ENSG00000129757,CDKN1C,P49918,P49918;P49918-2,0.125,0.10252,5.545177444,0.830016864
ENSG00000214253,FIS1,Q9Y3D6,Q9Y3D6,0.03218742,0.009361923,21.53472328,1.869460402
ENSG00000165458,INPPL1,O15357,O15357;O15357-2,0.032780635,0.007973155,21.14502024,1.939195256
ENSG00000178149,DALRD3,Q5D0E6,Q5D0E6-2;Q5D0E6;Q5D0E6-4,0.0815,0.05526,8.504873381,1.09841458
ENSG00000215440,NPEPL1,Q8NDH3,Q8NDH3-2;Q8NDH3-5;Q8NDH3-4;Q8NDH3;Q8NDH3-3,0.023899791,0.009510584,29.00222795,1.862618295
ENSG00000008441,NFIX,Q14938,Q14938-6;Q14938-5;Q14938-3;Q14938-4;Q14938;Q14938-2,0.045652601,0.021358914,15.18308183,1.511246297
ENSG00000176783,RUFY1,Q96T51,Q96T51;Q96T51-3,0.027247018,0.00347,25.43937747,2.300495986
ENSG00000111275,ALDH2,P05091,P05091;P05091-2,0.022845568,0.00867,30.34055294,1.902806364
ENSG00000072501,SMC1A,Q14683,Q14683,0.038047339,0.012454766,18.21801997,1.745489883
ENSG00000063241,ISOC2,Q96AB3,Q96AB3;Q96AB3-2,0.0328,0.00656,21.13253599,2.023921622
ENSG00000012983,MAP4K5,Q9Y4K4,Q9Y4K4,0.100132912,0.074232258,6.922271299,0.970232787
ENSG00000149806,FAU,P62861,P62861,0.038814946,0.013217409,17.85773934,1.719679133
ENSG00000172731,LRRC20,Q8TCA0,Q8TCA0;Q8TCA0-3;Q8TCA0-2,0.026787497,0.020692018,25.87577251,1.525022618
ENSG00000102870,ZNF629,Q9UEG4,Q9UEG4,0.0666,0.04307,10.40761532,1.206650589
ENSG00000119185,ITGB1BP1,O14713,O14713-2;O14713,0.195836667,0.171731053,3.53941472,0.605976629
ENSG00000214655,ZSWIM8,A7E2V4,A7E2V4-5;A7E2V4;A7E2V4-3;A7E2V4-4;A7E2V4-2,0.0499,0.02437,13.89072506,1.453969932
ENSG00000133316,WDR74,Q6RFH5,Q6RFH5-2;Q6RFH5,0.078098976,0.052568478,8.875240356,1.120100056
ENSG00000112685,EXOC2,Q96KP1,Q96KP1,0.031841168,0.007801615,21.76889911,1.948640934
ENSG00000066379,ZNRD1,Q9P1U0,Q9P1U0,0.057447367,0.031552024,12.06577802,1.341798242
ENSG00000123219,CENPK,Q9BS16,Q9BS16,0.0987,0.07596,7.022767787,0.960240505
ENSG00000054523,KIF1B,O60333,O60333-3,0.099314651,0.073061957,6.979304364,0.977134159
ENSG00000131503,ANKHD1,Q8IWZ3,Q8IWZ3-2;Q8IWZ3-3,0.086123168,0.061536539,8.048324275,1.051692396
ENSG00000166579,NDEL1,Q9GZM8,Q9GZM8-3;Q9GZM8;Q9GZM8-2,0.146,0.11976,4.747583428,0.762513674
ENSG00000142937,RPS8,P62241,P62241,0.0306,0.01276163,22.65186865,1.734919313
ENSG00000198356,ASNA1,O43681,O43681,0.02959848,0.004474394,23.41833729,2.190091255
ENSG00000145675,PIK3R1,P27986,P27986-3,0.0244,0.00166,28.40767133,2.620717373
ENSG00000120805,ARL1,P40616,P40616-2;P40616,0.034047026,0.01086,20.35852337,1.804995636
ENSG00000166250,CLMP,Q9H6B4,Q9H6B4,0.0209,#NUM!,33.16493687,NA
ENSG00000196954,CASP4,P49662,P49662;P49662-2,0.136,0.11047,5.096670445,0.797581107
ENSG00000052126,PLEKHA5,Q9HAU0,Q9HAU0;Q9HAU0-2;Q9HAU0-4;Q9HAU0-6;Q9HAU0-8,0.031145144,0.00696,22.25538526,1.998216221
ENSG00000165283,STOML2,Q9UJZ1,Q9UJZ1;Q9UJZ1-2,0.026199237,0.00224125,26.45677011,2.490335226
ENSG00000213699,SLC35F6,Q8N357,Q8N357,0.037335238,0.012734646,18.56549514,1.735838596
ENSG00000017483,SLC38A5,Q8WUX1,Q8WUX1,0.035959839,0.01522,19.27559203,1.658410809
ENSG00000110713,NUP98,P52948,P52948-5;P52948;P52948-6;P52948-2;P52948-4;P52948-3,0.039821602,0.014104652,17.40631071,1.691463094
ENSG00000183049,CAMK1D,Q8IU85,Q8IU85;Q8IU85-2,0.030858548,0.013016666,22.46208004,1.726325692
ENSG00000100056,DGCR14,Q96DF8,Q96DF8,0.08830402,0.062382724,7.849554055,1.045761129
ENSG00000108821,COL1A1,P02452,P02452,0.154,0.13152,4.500955718,0.721833661
ENSG00000198722,UNC13B,O14795,O14795;O14795-2,0.039306488,0.011295627,17.63442158,1.7879151
ENSG00000136231,IGF2BP3,O00425,O00425;O00425-2,0.028898443,0.00342,23.98562386,2.306799355
ENSG00000140859,KIFC3,Q9BVG8,Q9BVG8-2;Q9BVG8;Q9BVG8-6;Q9BVG8-5;Q9BVG8-4,0.238457543,0.212559562,2.90679494,0.513344815
ENSG00000163607,GTPBP8,Q8N3Z3,Q8N3Z3,0.045,0.05225682,15.40327068,1.122682486
ENSG00000127412,TRPV5,Q9NQA5,Q9NQA5,0.0554,0.03266,12.51168196,1.326809281
ENSG00000140474,ULK3,Q6PHR2,Q6PHR2-3;Q6PHR2;Q6PHR2-4,0.0231,0.04962,30.00637145,1.145168701
ENSG00000171914,TLN2,Q9Y4G6,Q9Y4G6,0.027747793,0.004894814,24.98026376,2.151089305
ENSG00000147274,RBMX,P38159,P38159;P38159-2;P38159-3,0.025183923,0.00417,27.52339929,2.220689406
ENSG00000122729,ACO1,P21399,P21399,0.034198684,0.008602883,20.26824122,1.906181433
ENSG00000171241,SHCBP1,Q8NEM2,Q8NEM2,0.096899174,0.071414118,7.153282624,0.987041386
ENSG00000129493,HEATR5A,Q86XA9,Q86XA9-2;Q86XA9;Q86XA9-3,0.029412242,0.011872725,23.56662142,1.766275051
ENSG00000115361,ACADL,P28330,P28330,0.023869855,0.00262,29.03859982,2.42252417
ENSG00000182872,RBM10,P98175,P98175-2;P98175,0.035824573,0.011388863,19.34837266,1.784345093
ENSG00000085063,CD59,P13987,P13987,0.0303,0.009683914,22.87614457,1.854774515
ENSG00000137312,FLOT1,O75955,O75955;O75955-2,0.0193,0.01502,35.91436169,1.664155528
ENSG00000162704,ARPC5,O15511,O15511;O15511-2,0.045960744,0.020055578,15.08128717,1.538590283
ENSG00000006757,PNPLA4,P41247,P41247;P41247-2,0.025208332,0.001481283,27.49674916,2.670187356
ENSG00000129460,NGDN,Q8NEJ9,Q8NEJ9-2;Q8NEJ9,0.06060825,0.034713314,11.43651529,1.300329379
ENSG00000151491,EPS8,Q12929,Q12929;Q12929-2,0.063514565,0.0385295,10.91320042,1.255032084
ENSG00000254505,CHMP4A,Q9BY43,Q9BY43;Q9BY43-2,0.036497945,0.01084012,18.99140288,1.805791374
ENSG00000156983,BRPF1,P55201,P55201-4;P55201-3;P55201;P55201-2,0.067969993,0.043254077,10.19784093,1.204798409
ENSG00000076554,TPD52,P55327,P55327-2;P55327-4;P55327;P55327-7;P55327-5;P55327-6;P55327-3;P55327-8,0.03368516,0.00996,20.57722694,1.842566123
ENSG00000155561,NUP205,Q92621,Q92621,0.037744404,0.013401358,18.36423722,1.713676648
ENSG00000152147,GEMIN6,Q8WXD5,Q8WXD5,0.049446941,0.025426313,14.01799915,1.43554207
ENSG00000213339,QTRT1,Q9BXR0,Q9BXR0,0.023741104,0.00192,29.19608087,2.557524232
ENSG00000161714,PLCD3,Q8N3E9,Q8N3E9,0.0334,0.00922,20.7529096,1.87609454
ENSG00000153250,RBMS1,P29558,P29558-2;P29558,0.056561206,0.030314389,12.25481619,1.359176637
ENSG00000108469,RECQL5,O94762,O94762;O94762-4;O94762-2;O94762-3,0.053237581,0.03192,13.01988504,1.336762578
ENSG00000128708,HAT1,O14929,O14929;O14929-2,0.029871726,0.00409673,23.20412239,2.228388076
ENSG00000166024,R3HCC1L,Q7Z5L2,Q7Z5L2-2;Q7Z5L2,0.0839,0.06116,8.261587373,1.054357984
ENSG00000131725,WDR44,Q5JSH3,Q5JSH3-2;Q5JSH3;Q5JSH3-4;Q5JSH3-3,0.037799471,0.01346,18.33748368,1.711780401
ENSG00000204084,INPP5B,P32019,P32019-4;P32019;P32019-3;P32019-2,0.053349977,0.027109954,12.9924552,1.407696682
ENSG00000144366,GULP1,Q9UBP9,Q9UBP9;Q9UBP9-4;Q9UBP9-3,0.05104978,0.025257755,13.57786822,1.438430711
ENSG00000136152,COG3,Q96JB2,Q96JB2;Q96JB2-2,0.025743931,0.00572,26.92468263,2.083429432
ENSG00000153767,GTF2E1,P29083,P29083,0.024718414,0.01276,28.04173339,1.734974787
ENSG00000091542,ALKBH5,Q6P6C2,Q6P6C2;Q6P6C2-3;Q6P6C2-1,0.054918121,0.029316905,12.62146573,1.373707346
ENSG00000134265,NAPG,Q99747,Q99747,0.040849235,0.016639694,16.968425,1.619680138
ENSG00000174177,CTU2,Q2VPK5,Q2VPK5-5;Q2VPK5;Q2VPK5-3,0.0332,0.01196,20.87792713,1.763094281
ENSG00000197079,KRT35,Q92764,Q92764,0.110389311,0.06090377,6.279115014,1.056181284
ENSG00000004975,DVL2,O14641,O14641,0.070935182,0.045051695,9.771557133,1.187114328
ENSG00000124608,AARS2,Q5JTZ9,Q5JTZ9,0.024570714,0.016213149,28.21029836,1.630958088
ENSG00000152464,RPP38,P78345,P78345,0.0206,#NUM!,33.64792139,NA
ENSG00000184661,CDCA2,Q69YH5,Q69YH5;Q69YH5-2,0.163,0.13747,4.252436691,0.702617528
ENSG00000177302,TOP3A,Q13472,Q13472-2;Q13472-3;Q13472,0.050038985,0.023786837,13.85214315,1.46448877
ENSG00000164649,CDCA7L,Q96GN5,Q96GN5-5;Q96GN5-4;Q96GN5-2;Q96GN5,0.147512711,0.13376,4.698897975,0.714499201
ENSG00000173692,PSMD1,Q99460,Q99460;Q99460-2,0.028499298,0.00596,24.32155258,2.065579201
ENSG00000085449,WDFY1,Q8IWB7,Q8IWB7,0.036560498,0.01277,18.95890981,1.734634564
ENSG00000088448,ANKRD10,Q9NXR5,Q9NXR5;Q9NXR5-2,0.0745,0.05202,9.303989001,1.124655113
ENSG00000134686,PHC2,Q8IXK0,Q8IXK0-2;Q8IXK0-4;Q8IXK0;Q8IXK0-5;Q8IXK0-3,0.05064109,0.02510203,13.68744591,1.44111662
ENSG00000137055,PLAA,Q9Y263,Q9Y263,0.033003636,0.007296794,21.00214586,1.977693386
ENSG00000170619,COMMD5,Q9GZQ3,Q9GZQ3,0.051899133,0.026368293,13.35566013,1.419743438
ENSG00000163935,SFMBT1,Q9UHJ3,Q9UHJ3-2;Q9UHJ3,0.069789971,0.045201451,9.931902454,1.185673082
ENSG00000080546,SESN1,Q9Y6P5,Q9Y6P5-3;Q9Y6P5;Q9Y6P5-2,0.0247,#NUM!,28.06263889,NA
ENSG00000205339,IPO7,O95373,O95373,0.037376196,0.013226874,18.5451507,1.719368239
ENSG00000197555,SIPA1L1,O43166,O43166-3;O43166-2;O43166,0.056515042,0.032944426,12.26482637,1.323043517
ENSG00000187109,NAP1L1,P55209,P55209-3,0.024472025,0.01387,28.32406329,1.698749
ENSG00000180628,PCGF5,Q86SE9,Q86SE9,0.0568,0.03056,12.20329543,1.355672111
ENSG00000067334,DNTTIP2,Q5QJE6,Q5QJE6,0.100127918,0.074198755,6.92261652,0.970428845
ENSG00000112118,MCM3,P25205,P25205;P25205-2,0.030249628,0.007639974,22.9142381,1.957733591
ENSG00000131013,PPIL4,Q8WUA2,Q8WUA2,0.049898397,0.02582335,13.89117137,1.428812881
ENSG00000198431,TXNRD1,Q16881,Q16881;Q16881-4;Q16881-3,0.054842319,0.029473575,12.63891075,1.37139265
ENSG00000189337,KAZN,Q674X7,Q674X7-3,0.075331932,0.044411825,9.201239911,1.193326841
ENSG00000108883,EFTUD2,Q15029,Q15029;Q15029-2;Q15029-3,0.042392452,0.016851021,16.35072154,1.614199248
ENSG00000163170,BOLA3,Q53S33,Q53S33,0.0338,0.01106,20.50731303,1.797070334
ENSG00000037474,NSUN2,Q08J23,Q08J23;Q08J23-2;Q08J23-3,0.037399465,0.011501617,18.53361208,1.780066549
ENSG00000166135,HIF1AN,Q9NWT6,Q9NWT6,0.058855076,0.032957658,11.77718601,1.322869123
ENSG00000162972,C2orf47,Q8WWC4,Q8WWC4,0.033161423,0.003903229,20.90221438,2.249401381
ENSG00000218891,ZNF579,Q8NAF0,Q8NAF0,0.04714605,0.021314007,14.70212638,1.512160354
ENSG00000119723,COQ6,Q9Y2Z9,Q9Y2Z9-3;Q9Y2Z9;Q9Y2Z9-2,0.0309,0.00466,22.43194759,2.172439544
ENSG00000162924,REL,Q04864,Q04864-2;Q04864,0.03022714,0.00847,22.93128552,1.912942051
ENSG00000156467,UQCRB,P14927,P14927;P14927-2,0.0877,0.082043276,7.903616654,0.926782466
ENSG00000115364,MRPL19,P49406,P49406,0.038099475,0.01516,18.19309005,1.66012626
ENSG00000067992,PDK3,Q15120,Q15120;Q15120-2,0.0429,0.01666,16.15727694,1.619150464
ENSG00000143393,PI4KB,Q9UBF8,Q9UBF8-2;Q9UBF8;Q9UBF8-3,0.048034987,0.024075265,14.43004818,1.459254379
ENSG00000135070,ISCA1,Q9BUE6,Q9BUE6;Q9BUE6-2,0.0718,0.04597,9.653860453,1.178350957
ENSG00000173267,SNCG,O76070,O76070,0.025744126,0.00382,26.9244795,2.258762098
ENSG00000143179,UCK2,Q9BZX2,Q9BZX2;Q9BZX2-2,0.116529825,0.090530044,5.948238432,0.884032729
ENSG00000139946,PELI2,Q9HAT8,Q9HAT8,0.171,0.14852,4.053492284,0.66904052
ENSG00000100387,RBX1,P62877,P62877,0.022084384,0.00936,31.38630411,1.869549612
ENSG00000146281,PM20D2,Q8IYS1,Q8IYS1,0.036678604,0.012531049,18.8978615,1.742838018
ENSG00000132017,DCAF15,Q66K64,Q66K64,0.315848065,0.2879972,2.194558897,0.381437196
ENSG00000143390,RFX5,P48382,P48382;P48382-2,0.030958682,0.006861939,22.38942786,2.00437864
ENSG00000081189,MEF2C,Q06413,Q06413-2;Q06413-5;Q06413-4;Q06413-6,0.088,0.06176,7.876672506,1.050118174
ENSG00000022267,FHL1,Q13642,Q13642-1;Q13642-5;Q13642-4,0.023549947,0.00087,29.43306764,2.901306208
ENSG00000168653,NDUFS5,O43920,O43920,0.635263725,0.610836261,1.091117206,0.054900651
ENSG00000198612,COPS8,Q99627,Q99627-2;Q99627,0.042367204,0.016578938,16.36046541,1.621268742
ENSG00000120690,ELF1,P32519,P32519-2;P32519,0.207427096,0.182971576,3.341642414,0.578441832
ENSG00000084733,RAB10,P61026,P61026,0.0303,0.00786,22.87614457,1.945402915
ENSG00000282827,ATRIP,Q8WXE1,Q8WXE1-5;Q8WXE1-3;Q8WXE1-2;Q8WXE1,0.0581,0.03186,11.93024407,1.33757969
ENSG00000128309,MPST,P25325,P25325;P25325-2,0.028899308,0.00546,23.98490586,2.103632818
ENSG00000204070,SYS1,Q8N2H4,Q8N2H4,0.0423,0.01606,16.38645817,1.63507992
ENSG00000105778,AVL9,Q8NBF6,Q8NBF6;Q8NBF6-2,0.0382,0.01196,18.14521415,1.763094281
ENSG00000185129,PURA,Q00577,Q00577,0.026349573,0.00352,26.30582208,2.294282798
ENSG00000104907,TRMT1,Q9NXH9,Q9NXH9;Q9NXH9-2,0.045756311,0.020301064,15.14866834,1.53330666
ENSG00000184148,SPRR4,Q96PI1,Q96PI1,0.039,0.01276,17.77300463,1.734974787
ENSG00000183230,CTNNA3,Q9UI47,Q9UI47,0.0446,0.01836,15.5414166,1.576952784
ENSG00000138802,SEC24B,O95487,O95487-2;O95487;O95487-3,0.035439808,0.009883517,19.55843491,1.845913966
ENSG00000135778,NTPCR,Q9BSD7,Q9BSD7,0.029489151,0.005524056,23.50515928,2.098567351
ENSG00000107771,CCSER2,Q9H7U1,Q9H7U1-2;Q9H7U1;Q9H7U1-3,0.187,0.16452,3.706669415,0.62460676
ENSG00000203667,COX20,Q5RI15,Q5RI15;Q5RI15-2,0.0234,0.00092,29.62167438,2.877037634
ENSG00000157500,APPL1,Q9UKG1,Q9UKG1,0.02678619,0.004439189,25.87703471,2.193521814
ENSG00000205726,ITSN1,Q15811,Q15811-10;Q15811-7;Q15811-9;Q15811-8;Q15811-2;Q15811;Q15811-12;Q15811-3;Q15811-11;Q15811-4;Q15811-6;Q15811-13;Q15811-5,0.030781813,0.009464206,22.51807536,1.864741265
ENSG00000167196,FBXO22,Q8NEZ5,Q8NEZ5;Q8NEZ5-3;Q8NEZ5-2,0.036665106,0.012563328,18.90481866,1.741720777
ENSG00000167768,KRT1,P04264,P04264;CON__P04264,0.024561352,0.005887546,28.22105182,2.070891135
ENSG00000168802,CHTF8,P0CG12,P0CG12,0.136,0.121558493,5.096670445,0.756040154
ENSG00000170004,CHD3,Q12873,Q12873;Q12873-3;Q12873-2,0.04159988,0.018989976,16.66223998,1.562301038
ENSG00000087502,ERGIC2,Q96RQ1,Q96RQ1,0.024418026,0.00322,28.38669993,2.332969589
ENSG00000197958,RPL12,P30050,P30050;P30050-2,0.03541751,0.012056965,19.57074861,1.759587468
ENSG00000088756,ARHGAP28,Q9P2N2,Q9P2N2-2;Q9P2N2;Q9P2N2-3;Q9P2N2-5,0.106,0.08326,6.539124345,0.920389054
ENSG00000085276,MECOM,Q03112,Q03112-5;Q03112-6;Q03112;Q03112-4;Q03112-3,0.151,0.12547,4.590378679,0.742285563
ENSG00000163346,PBXIP1,Q96AQ6,Q96AQ6-2;Q96AQ6;Q96AQ6-3,0.051924946,0.027312078,13.34902077,1.404470718
ENSG00000168724,DNAJC21,Q5F1R6,Q5F1R6;Q5F1R6-3;Q5F1R6-2,0.0506,0.026051288,13.69856088,1.424996263
ENSG00000181610,MRPS23,Q9Y3D9,Q9Y3D9,0.054499908,0.030280542,12.7183183,1.359661822
ENSG00000178764,ZHX2,Q9Y6X8,Q9Y6X8,0.042401179,0.016866037,16.34735621,1.613812415
ENSG00000131899,LLGL1,Q15334,Q15334,0.03236047,0.007908578,21.41956488,1.94272708
ENSG00000088833,NSFL1C,Q9UNZ2,Q9UNZ2;Q9UNZ2-5;Q9UNZ2-6,0.038449187,0.012550426,18.02761593,1.742166984
ENSG00000173575,CHD2,O14647,O14647-2;O14647;O14647-3,0.04431625,0.008138808,15.64092591,1.930264644
ENSG00000143376,SNX27,Q96L92,Q96L92-3;Q96L92;Q96L92-2,0.031986247,0.00856,21.67016279,1.908351696
ENSG00000115425,PECR,Q9BY49,Q9BY49,0.0175,#NUM!,39.60841032,NA
ENSG00000119787,ATL2,Q8NHH9,Q8NHH9-5;Q8NHH9-4;Q8NHH9-2;Q8NHH9;Q8NHH9-3,0.0295,0.01186,23.4965146,1.766740772
ENSG00000083857,FAT1,Q14517,Q14517,0.124096736,0.09791837,5.585539155,0.849961285
ENSG00000101558,VAPA,Q9P0L0,Q9P0L0;Q9P0L0-2,0.026,0.011321405,26.65950694,1.786925153
ENSG00000149591,TAGLN,Q01995,Q01995,0.042714752,0.017761013,16.22734899,1.591357717
ENSG00000149532,CPSF7,Q8N684,Q8N684-2;Q8N684;Q8N684-3,0.031799371,0.00720343,21.79751226,1.983286137
ENSG00000163481,RNF25,Q96BH1,Q96BH1,0.061370596,0.035443338,11.29445094,1.291290846
ENSG00000143409,FAM63A,Q8N5J2,Q8N5J2;Q8N5J2-3,0.0402,0.01746,17.24246718,1.598781222
ENSG00000169682,SPNS1,Q9H2V7,Q9H2V7-3;Q9H2V7-2;Q9H2V7;Q9H2V7-5,0.0398,0.01706,17.41575831,1.608846434
ENSG00000101181,MTG2,Q9H4K7,Q9H4K7;Q9H4K7-2,0.0948,0.06927,7.31167912,1.000280274
ENSG00000151689,INPP1,P49441,P49441,0.031984371,0.009440297,21.67143373,1.865839821
ENSG00000066136,NFYC,Q13952,Q13952-6;Q13952-7;Q13952-2;Q13952-5;Q13952-3;Q13952;Q13952-4,0.043148581,0.018131619,16.06419429,1.582388881
ENSG00000169592,INO80E,Q8NBZ0,Q8NBZ0,0.0936,0.06887,7.405418596,1.002795378
ENSG00000159210,SNF8,Q96H20,Q96H20;Q96H20-2,0.073047108,0.047515554,9.489043423,1.163989661
ENSG00000106991,ENG,P17813,P17813-2;P17813,0.0556,0.03147,12.46667591,1.342928718
ENSG00000169418,NPR1,P16066,P16066,0.047974577,0.0169306,14.44821882,1.612153124
ENSG00000150753,CCT5,P48643,P48643;P48643-2,0.050385712,0.02581099,13.75682013,1.4290208
ENSG00000105281,SLC1A5,Q15758,Q15758;Q15758-3;Q15758-2,0.0342,0.01336,20.26746142,1.715019003
ENSG00000172890,NADSYN1,Q6IA69,Q6IA69-2;Q6IA69,0.051773256,0.04557,13.388132,1.182146432
ENSG00000139218,SCAF11,Q99590,Q99590-2;Q99590,0.054951888,0.030637121,12.61371001,1.354577505
ENSG00000185963,BICD2,Q8TD16,Q8TD16;Q8TD16-2,0.067451538,0.041216197,10.27622497,1.225757543
ENSG00000142634,EFHD2,Q96C19,Q96C19,0.0278,0.016984805,24.93335182,1.610764897
ENSG00000198898,CAPZA2,P47755,P47755;P47755-2,0.026649578,0.00232,26.00968707,2.475337476
ENSG00000167705,RILP,Q96NA2,Q96NA2;Q96NA2-2,0.062822607,0.038534078,11.03340357,1.254980484
ENSG00000112511,PHF1,O43189,O43189,0.0408,0.01832,16.98890148,1.577899992
ENSG00000116560,SFPQ,P23246,P23246;P23246-2,0.036299449,0.013337061,19.09525348,1.715765319
ENSG00000168393,DTYMK,P23919,P23919;P23919-2,0.022320394,0.002813397,31.05443266,2.391594515
